Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Panjsher,296,16,260,,,2020-10-09
Wardak,329,16,301,,,2020-10-09
Farah,413,15,65,,,2020-10-09
Samangan,333,14,311,,,2020-10-09
Dykundi,762,13,419,,,2020-10-09
Ghor,540,13,184,,,2020-10-09
Badghis,669,12,537,,,2020-10-09
Bamyan,871,12,707,,,2020-10-09
Kapisa,205,10,193,,,2020-10-09
Nimroz,394,8,382,,,2020-10-09
Badakhshan,451,7,99,,,2020-10-09
Zabul,142,7,125,,,2020-10-09
Jawzjan,197,6,188,,,2020-10-09
Paktika,206,6,144,,,2020-10-09
Sar-e-Pul,136,6,124,,,2020-10-09
Laghman,387,4,151,,,2020-10-09
Urozgan,63,4,56,,,2020-10-09
Nooristan,87,,38,,,2020-10-09
Kabul,"15,106",532,"14,201",,,2020-10-08
Hirat,"6,474",247,"6,028",,,2020-10-08
Balkh,"2,189",92,"1,425",,,2020-10-08
Nangarhar,"1,447",79,943,,,2020-10-08
Ghazni,566,47,446,,,2020-10-08
Khost,427,38,389,,,2020-10-08
Kandahar,"1,509",37,"1,317",,,2020-10-08
Paktya,"1,211",36,"1,004",,,2020-10-08
Takhar,"1,102",36,735,,,2020-10-08
Baghlan,658,30,288,,,2020-10-08
Helmand,212,27,178,,,2020-10-08
Logar,542,27,514,,,2020-10-08
Kunduz,647,20,416,,,2020-10-08
Kunar,419,19,382,,,2020-10-08
Parwan,372,18,271,,,2020-10-08
Faryab,254,17,237,,,2020-10-08
Panjsher,296,16,260,,,2020-10-08
Wardak,329,16,301,,,2020-10-08
Farah,413,15,65,,,2020-10-08
Samangan,333,14,311,,,2020-10-08
Ghor,540,13,184,,,2020-10-08
Badghis,669,12,537,,,2020-10-08
Bamyan,871,12,707,,,2020-10-08
Dykundi,762,12,419,,,2020-10-08
Kapisa,205,10,193,,,2020-10-08
Nimroz,394,8,382,,,2020-10-08
Badakhshan,451,7,99,,,2020-10-08
Zabul,142,7,125,,,2020-10-08
Jawzjan,197,6,188,,,2020-10-08
Paktika,206,6,144,,,2020-10-08
Sar-e-Pul,136,6,124,,,2020-10-08
Laghman,387,4,151,,,2020-10-08
Urozgan,63,4,56,,,2020-10-08
Nooristan,87,,38,,,2020-10-08
Kabul,"15,090",532,"14,201",,,2020-10-07
Hirat,"6,424",247,"6,028",,,2020-10-07
Balkh,"2,189",92,"1,419",,,2020-10-07
Nangarhar,"1,447",79,943,,,2020-10-07
Ghazni,566,47,446,,,2020-10-07
Khost,427,38,389,,,2020-10-07
Kandahar,"1,508",37,"1,310",,,2020-10-07
Paktya,"1,211",36,"1,004",,,2020-10-07
Takhar,"1,102",36,735,,,2020-10-07
Baghlan,658,30,288,,,2020-10-07
Helmand,212,27,178,,,2020-10-07
Logar,541,27,514,,,2020-10-07
Kunduz,647,20,416,,,2020-10-07
Kunar,419,19,382,,,2020-10-07
Parwan,372,18,271,,,2020-10-07
Faryab,254,17,237,,,2020-10-07
Panjsher,296,16,260,,,2020-10-07
Wardak,329,16,301,,,2020-10-07
Farah,413,15,65,,,2020-10-07
Samangan,333,14,311,,,2020-10-07
Ghor,540,13,184,,,2020-10-07
Badghis,669,12,537,,,2020-10-07
Bamyan,871,12,707,,,2020-10-07
Dykundi,762,11,419,,,2020-10-07
Kapisa,205,10,193,,,2020-10-07
Nimroz,394,8,382,,,2020-10-07
Badakhshan,451,7,99,,,2020-10-07
Zabul,142,7,125,,,2020-10-07
Jawzjan,197,6,188,,,2020-10-07
Paktika,206,6,144,,,2020-10-07
Sar-e-Pul,136,6,124,,,2020-10-07
Laghman,387,4,151,,,2020-10-07
Urozgan,63,4,56,,,2020-10-07
Nooristan,87,,38,,,2020-10-07
Kabul,"15,086",532,"14,201",,,2020-10-06
Hirat,"6,382",245,"5,960",,,2020-10-06
Balkh,"2,189",92,"1,419",,,2020-10-06
Nangarhar,"1,447",79,943,,,2020-10-06
Ghazni,566,47,446,,,2020-10-06
Khost,427,38,389,,,2020-10-06
Kandahar,"1,508",37,"1,310",,,2020-10-06
Paktya,"1,211",36,"1,004",,,2020-10-06
Takhar,"1,102",36,735,,,2020-10-06
Baghlan,657,30,288,,,2020-10-06
Helmand,212,27,178,,,2020-10-06
Logar,541,27,514,,,2020-10-06
Kunduz,647,20,416,,,2020-10-06
Kunar,419,19,382,,,2020-10-06
Parwan,372,18,271,,,2020-10-06
Faryab,254,17,237,,,2020-10-06
Panjsher,296,16,260,,,2020-10-06
Wardak,329,16,301,,,2020-10-06
Farah,413,15,65,,,2020-10-06
Samangan,333,14,311,,,2020-10-06
Ghor,540,13,184,,,2020-10-06
Badghis,669,12,537,,,2020-10-06
Bamyan,869,12,707,,,2020-10-06
Dykundi,757,11,419,,,2020-10-06
Kapisa,205,10,193,,,2020-10-06
Nimroz,390,8,382,,,2020-10-06
Badakhshan,448,7,99,,,2020-10-06
Zabul,141,7,125,,,2020-10-06
Jawzjan,197,6,188,,,2020-10-06
Paktika,206,6,144,,,2020-10-06
Sar-e-Pul,136,6,124,,,2020-10-06
Laghman,387,4,151,,,2020-10-06
Urozgan,63,4,56,,,2020-10-06
Nooristan,87,,38,,,2020-10-06
Kabul,"15,026",526,"14,121",,,2020-10-01
Hirat,"6,305",244,"5,960",,,2020-10-01
Balkh,"2,189",90,"1,409",,,2020-10-01
Nangarhar,"1,447",79,943,,,2020-10-01
Ghazni,566,47,446,,,2020-10-01
Khost,427,38,389,,,2020-10-01
Kandahar,"1,506",37,"1,267",,,2020-10-01
Paktya,"1,211",36,"1,004",,,2020-10-01
Takhar,"1,100",36,735,,,2020-10-01
Baghlan,657,30,288,,,2020-10-01
Helmand,211,27,178,,,2020-10-01
Logar,541,27,514,,,2020-10-01
Kunduz,645,20,414,,,2020-10-01
Kunar,419,19,382,,,2020-10-01
Parwan,371,18,271,,,2020-10-01
Faryab,254,17,237,,,2020-10-01
Panjsher,296,16,260,,,2020-10-01
Wardak,328,16,301,,,2020-10-01
Farah,395,15,65,,,2020-10-01
Samangan,333,14,311,,,2020-10-01
Ghor,540,13,184,,,2020-10-01
Badghis,669,12,537,,,2020-10-01
Bamyan,865,12,707,,,2020-10-01
Dykundi,731,11,419,,,2020-10-01
Kapisa,205,10,193,,,2020-10-01
Nimroz,390,8,382,,,2020-10-01
Badakhshan,448,7,99,,,2020-10-01
Zabul,140,7,125,,,2020-10-01
Jawzjan,197,6,188,,,2020-10-01
Paktika,206,6,144,,,2020-10-01
Sar-e-Pul,136,6,124,,,2020-10-01
Laghman,387,4,151,,,2020-10-01
Urozgan,62,4,56,,,2020-10-01
Nooristan,87,,38,,,2020-10-01
Kabul,"15,015",526,"14,121",,,2020-09-30
Hirat,"6,305",244,"5,960",,,2020-09-30
Balkh,"2,183",90,"1,399",,,2020-09-30
Nangarhar,"1,447",79,943,,,2020-09-30
Ghazni,566,47,446,,,2020-09-30
Khost,427,38,389,,,2020-09-30
Kandahar,"1,506",37,"1,267",,,2020-09-30
Paktya,"1,211",36,"1,004",,,2020-09-30
Takhar,"1,100",36,735,,,2020-09-30
Baghlan,656,30,288,,,2020-09-30
Helmand,211,27,178,,,2020-09-30
Logar,541,27,514,,,2020-09-30
Kunduz,645,20,414,,,2020-09-30
Kunar,419,19,382,,,2020-09-30
Parwan,370,18,271,,,2020-09-30
Faryab,254,17,237,,,2020-09-30
Panjsher,296,16,260,,,2020-09-30
Wardak,328,16,301,,,2020-09-30
Farah,395,15,65,,,2020-09-30
Samangan,333,14,311,,,2020-09-30
Ghor,540,13,184,,,2020-09-30
Badghis,669,12,494,,,2020-09-30
Bamyan,865,12,707,,,2020-09-30
Dykundi,729,11,419,,,2020-09-30
Kapisa,205,10,193,,,2020-09-30
Nimroz,390,8,382,,,2020-09-30
Badakhshan,448,7,99,,,2020-09-30
Zabul,139,7,125,,,2020-09-30
Jawzjan,197,6,188,,,2020-09-30
Paktika,206,6,144,,,2020-09-30
Sar-e-Pul,136,6,124,,,2020-09-30
Laghman,387,4,151,,,2020-09-30
Urozgan,62,4,56,,,2020-09-30
Nooristan,87,,38,,,2020-09-30
Kabul,"15,014",526,"14,121",,,2020-09-29
Hirat,"6,305",244,"5,960",,,2020-09-29
Balkh,"2,179",90,"1,371",,,2020-09-29
Nangarhar,"1,447",79,943,,,2020-09-29
Ghazni,566,47,446,,,2020-09-29
Khost,427,38,389,,,2020-09-29
Kandahar,"1,506",37,"1,267",,,2020-09-29
Paktya,"1,211",36,"1,004",,,2020-09-29
Takhar,"1,100",36,735,,,2020-09-29
Baghlan,656,30,288,,,2020-09-29
Helmand,211,27,178,,,2020-09-29
Logar,541,27,514,,,2020-09-29
Kunduz,645,20,401,,,2020-09-29
Kunar,419,19,382,,,2020-09-29
Parwan,370,18,271,,,2020-09-29
Faryab,254,17,237,,,2020-09-29
Panjsher,296,16,260,,,2020-09-29
Wardak,328,16,301,,,2020-09-29
Farah,395,15,65,,,2020-09-29
Samangan,333,14,311,,,2020-09-29
Ghor,540,13,184,,,2020-09-29
Badghis,669,12,492,,,2020-09-29
Bamyan,865,12,707,,,2020-09-29
Dykundi,729,11,419,,,2020-09-29
Kapisa,205,10,193,,,2020-09-29
Nimroz,390,8,382,,,2020-09-29
Badakhshan,440,7,99,,,2020-09-29
Zabul,138,7,125,,,2020-09-29
Jawzjan,197,6,188,,,2020-09-29
Paktika,206,6,144,,,2020-09-29
Sar-e-Pul,136,6,124,,,2020-09-29
Laghman,387,4,151,,,2020-09-29
Urozgan,62,4,56,,,2020-09-29
Nooristan,87,,38,,,2020-09-29
Kabul,"15,008",525,"14,121",,,2020-09-28
Hirat,"6,305",244,"5,960",,,2020-09-28
Balkh,"2,175",90,"1,338",,,2020-09-28
Nangarhar,"1,447",79,920,,,2020-09-28
Ghazni,566,47,398,,,2020-09-28
Khost,427,38,389,,,2020-09-28
Kandahar,"1,506",37,"1,267",,,2020-09-28
Paktya,"1,211",36,"1,004",,,2020-09-28
Takhar,"1,100",36,735,,,2020-09-28
Baghlan,656,30,288,,,2020-09-28
Helmand,211,27,178,,,2020-09-28
Logar,541,27,514,,,2020-09-28
Kunduz,645,20,401,,,2020-09-28
Kunar,419,19,382,,,2020-09-28
Parwan,370,18,271,,,2020-09-28
Faryab,254,17,237,,,2020-09-28
Panjsher,296,16,260,,,2020-09-28
Wardak,328,16,301,,,2020-09-28
Farah,395,15,65,,,2020-09-28
Samangan,333,14,311,,,2020-09-28
Ghor,540,13,184,,,2020-09-28
Bamyan,865,12,707,,,2020-09-28
Badghis,668,11,492,,,2020-09-28
Dykundi,725,11,419,,,2020-09-28
Kapisa,205,10,193,,,2020-09-28
Nimroz,390,8,382,,,2020-09-28
Badakhshan,440,7,99,,,2020-09-28
Zabul,138,7,125,,,2020-09-28
Jawzjan,197,6,188,,,2020-09-28
Paktika,206,6,144,,,2020-09-28
Sar-e-Pul,136,6,124,,,2020-09-28
Laghman,387,4,151,,,2020-09-28
Urozgan,62,4,56,,,2020-09-28
Nooristan,87,,38,,,2020-09-28
Kabul,"14,993",523,"14,121",,,2020-09-25
Hirat,"6,299",243,"5,960",,,2020-09-25
Balkh,"2,161",88,"1,331",,,2020-09-25
Nangarhar,"1,447",79,920,,,2020-09-25
Ghazni,566,47,398,,,2020-09-25
Khost,427,38,389,,,2020-09-25
Kandahar,"1,506",37,"1,267",,,2020-09-25
Paktya,"1,211",36,988,,,2020-09-25
Takhar,"1,099",36,735,,,2020-09-25
Baghlan,656,30,288,,,2020-09-25
Helmand,211,27,178,,,2020-09-25
Logar,541,27,514,,,2020-09-25
Kunduz,640,20,401,,,2020-09-25
Kunar,418,19,382,,,2020-09-25
Parwan,369,18,271,,,2020-09-25
Faryab,254,17,237,,,2020-09-25
Panjsher,296,16,260,,,2020-09-25
Wardak,328,16,301,,,2020-09-25
Farah,395,15,65,,,2020-09-25
Samangan,333,14,311,,,2020-09-25
Ghor,540,13,184,,,2020-09-25
Bamyan,865,12,707,,,2020-09-25
Badghis,668,11,492,,,2020-09-25
Dykundi,720,11,419,,,2020-09-25
Kapisa,205,10,193,,,2020-09-25
Nimroz,390,8,382,,,2020-09-25
Badakhshan,435,7,99,,,2020-09-25
Zabul,138,7,125,,,2020-09-25
Jawzjan,197,6,188,,,2020-09-25
Paktika,206,6,144,,,2020-09-25
Sar-e-Pul,136,6,124,,,2020-09-25
Laghman,387,4,151,,,2020-09-25
Urozgan,62,4,56,,,2020-09-25
Nooristan,87,,38,,,2020-09-25
Kabul,"14,987",523,"14,121",,,2020-09-24
Hirat,"6,293",243,"5,960",,,2020-09-24
Balkh,"2,161",88,"1,331",,,2020-09-24
Nangarhar,"1,446",79,920,,,2020-09-24
Ghazni,566,47,398,,,2020-09-24
Khost,427,38,389,,,2020-09-24
Kandahar,"1,506",37,"1,267",,,2020-09-24
Paktya,"1,211",36,988,,,2020-09-24
Takhar,"1,099",36,735,,,2020-09-24
Baghlan,656,30,288,,,2020-09-24
Helmand,211,27,178,,,2020-09-24
Logar,541,27,514,,,2020-09-24
Kunduz,637,20,401,,,2020-09-24
Kunar,418,19,382,,,2020-09-24
Parwan,369,18,271,,,2020-09-24
Faryab,254,17,237,,,2020-09-24
Panjsher,296,16,260,,,2020-09-24
Wardak,328,16,301,,,2020-09-24
Farah,395,15,65,,,2020-09-24
Samangan,333,14,311,,,2020-09-24
Ghor,540,13,184,,,2020-09-24
Bamyan,865,12,707,,,2020-09-24
Badghis,668,11,492,,,2020-09-24
Dykundi,720,11,419,,,2020-09-24
Kapisa,205,10,193,,,2020-09-24
Nimroz,390,8,382,,,2020-09-24
Badakhshan,435,7,99,,,2020-09-24
Zabul,138,7,125,,,2020-09-24
Jawzjan,197,6,188,,,2020-09-24
Paktika,206,6,144,,,2020-09-24
Sar-e-Pul,136,6,124,,,2020-09-24
Laghman,387,4,151,,,2020-09-24
Urozgan,62,4,56,,,2020-09-24
Nooristan,87,,38,,,2020-09-24
Kabul,"14,976",522,"14,121",,,2020-09-23
Hirat,"6,284",240,"5,960",,,2020-09-23
Balkh,"2,158",88,"1,322",,,2020-09-23
Nangarhar,"1,446",79,920,,,2020-09-23
Ghazni,566,47,398,,,2020-09-23
Kandahar,"1,506",37,"1,267",,,2020-09-23
Khost,427,37,389,,,2020-09-23
Paktya,"1,211",36,988,,,2020-09-23
Takhar,"1,099",36,735,,,2020-09-23
Baghlan,656,30,288,,,2020-09-23
Helmand,211,27,178,,,2020-09-23
Logar,541,27,514,,,2020-09-23
Kunduz,637,20,401,,,2020-09-23
Kunar,418,19,382,,,2020-09-23
Parwan,369,18,271,,,2020-09-23
Faryab,254,17,237,,,2020-09-23
Panjsher,296,16,260,,,2020-09-23
Wardak,328,16,301,,,2020-09-23
Farah,395,15,65,,,2020-09-23
Samangan,333,14,311,,,2020-09-23
Ghor,540,13,184,,,2020-09-23
Bamyan,865,12,707,,,2020-09-23
Badghis,668,11,492,,,2020-09-23
Dykundi,720,11,419,,,2020-09-23
Kapisa,205,10,193,,,2020-09-23
Nimroz,390,8,382,,,2020-09-23
Badakhshan,433,7,99,,,2020-09-23
Zabul,138,7,125,,,2020-09-23
Jawzjan,197,6,188,,,2020-09-23
Paktika,206,6,144,,,2020-09-23
Sar-e-Pul,136,6,124,,,2020-09-23
Laghman,387,4,151,,,2020-09-23
Urozgan,62,4,56,,,2020-09-23
Nooristan,87,,38,,,2020-09-23
Kabul,"14,970",522,"14,121",,,2020-09-22
Hirat,"6,267",239,"5,960",,,2020-09-22
Balkh,"2,149",88,"1,322",,,2020-09-22
Nangarhar,"1,446",79,920,,,2020-09-22
Ghazni,566,47,398,,,2020-09-22
Kandahar,"1,506",37,"1,267",,,2020-09-22
Khost,427,37,389,,,2020-09-22
Paktya,"1,210",36,954,,,2020-09-22
Takhar,"1,099",36,735,,,2020-09-22
Baghlan,656,30,288,,,2020-09-22
Helmand,211,27,178,,,2020-09-22
Logar,541,27,514,,,2020-09-22
Kunduz,637,20,401,,,2020-09-22
Kunar,418,19,382,,,2020-09-22
Parwan,369,18,271,,,2020-09-22
Faryab,254,17,237,,,2020-09-22
Panjsher,296,16,260,,,2020-09-22
Wardak,327,16,301,,,2020-09-22
Farah,395,15,65,,,2020-09-22
Samangan,333,14,311,,,2020-09-22
Ghor,540,13,184,,,2020-09-22
Bamyan,865,12,707,,,2020-09-22
Badghis,668,11,492,,,2020-09-22
Dykundi,710,11,419,,,2020-09-22
Kapisa,205,10,193,,,2020-09-22
Nimroz,390,8,382,,,2020-09-22
Badakhshan,428,7,99,,,2020-09-22
Zabul,138,7,125,,,2020-09-22
Jawzjan,197,6,188,,,2020-09-22
Paktika,206,6,144,,,2020-09-22
Sar-e-Pul,136,6,124,,,2020-09-22
Laghman,387,4,151,,,2020-09-22
Urozgan,62,4,56,,,2020-09-22
Nooristan,87,,38,,,2020-09-22
Kabul,"14,964",522,"14,121",,,2020-09-21
Hirat,"6,267",239,"5,960",,,2020-09-21
Balkh,"2,142",87,"1,322",,,2020-09-21
Nangarhar,"1,445",79,920,,,2020-09-21
Ghazni,566,47,398,,,2020-09-21
Kandahar,"1,506",37,"1,267",,,2020-09-21
Khost,427,37,389,,,2020-09-21
Paktya,"1,210",36,954,,,2020-09-21
Takhar,"1,099",36,735,,,2020-09-21
Baghlan,656,30,288,,,2020-09-21
Helmand,211,27,178,,,2020-09-21
Logar,541,27,514,,,2020-09-21
Kunduz,637,20,401,,,2020-09-21
Kunar,418,19,382,,,2020-09-21
Parwan,369,18,271,,,2020-09-21
Faryab,254,17,237,,,2020-09-21
Panjsher,296,16,260,,,2020-09-21
Wardak,327,16,301,,,2020-09-21
Farah,395,15,65,,,2020-09-21
Samangan,333,14,311,,,2020-09-21
Ghor,540,13,184,,,2020-09-21
Bamyan,865,12,707,,,2020-09-21
Badghis,668,11,492,,,2020-09-21
Dykundi,702,11,419,,,2020-09-21
Kapisa,205,10,193,,,2020-09-21
Nimroz,390,8,382,,,2020-09-21
Badakhshan,428,7,99,,,2020-09-21
Zabul,138,7,125,,,2020-09-21
Jawzjan,197,6,188,,,2020-09-21
Paktika,206,6,144,,,2020-09-21
Sar-e-Pul,136,6,124,,,2020-09-21
Laghman,387,4,151,,,2020-09-21
Urozgan,62,4,56,,,2020-09-21
Nooristan,87,,38,,,2020-09-21
Kabul,"14,961",522,"14,121",,,2020-09-18
Hirat,"6,254",239,"5,960",,,2020-09-18
Balkh,"2,108",86,"1,322",,,2020-09-18
Nangarhar,"1,433",79,920,,,2020-09-18
Ghazni,566,47,398,,,2020-09-18
Khost,427,37,389,,,2020-09-18
Paktya,"1,210",36,954,,,2020-09-18
Takhar,"1,099",36,735,,,2020-09-18
Kandahar,"1,506",35,"1,267",,,2020-09-18
Baghlan,656,30,288,,,2020-09-18
Helmand,210,27,178,,,2020-09-18
Logar,541,27,514,,,2020-09-18
Kunduz,620,20,401,,,2020-09-18
Kunar,413,19,382,,,2020-09-18
Parwan,368,18,271,,,2020-09-18
Faryab,254,17,237,,,2020-09-18
Panjsher,296,16,260,,,2020-09-18
Wardak,327,16,301,,,2020-09-18
Farah,327,15,65,,,2020-09-18
Ghor,540,13,184,,,2020-09-18
Samangan,329,13,311,,,2020-09-18
Bamyan,865,12,707,,,2020-09-18
Badghis,657,11,492,,,2020-09-18
Kapisa,205,10,193,,,2020-09-18
Dykundi,682,8,419,,,2020-09-18
Nimroz,390,8,382,,,2020-09-18
Badakhshan,428,7,99,,,2020-09-18
Zabul,137,7,125,,,2020-09-18
Jawzjan,197,6,188,,,2020-09-18
Paktika,206,6,144,,,2020-09-18
Sar-e-Pul,136,6,124,,,2020-09-18
Laghman,386,4,151,,,2020-09-18
Urozgan,62,4,56,,,2020-09-18
Nooristan,87,,38,,,2020-09-18
Kabul,"14,956",522,"14,121",,,2020-09-17
Hirat,"6,254",239,"5,960",,,2020-09-17
Balkh,"2,108",86,"1,322",,,2020-09-17
Nangarhar,"1,433",79,920,,,2020-09-17
Ghazni,566,47,398,,,2020-09-17
Khost,427,37,389,,,2020-09-17
Paktya,"1,210",36,954,,,2020-09-17
Takhar,"1,099",36,735,,,2020-09-17
Kandahar,"1,506",35,"1,267",,,2020-09-17
Baghlan,656,30,288,,,2020-09-17
Helmand,210,27,178,,,2020-09-17
Logar,541,27,514,,,2020-09-17
Kunduz,620,20,330,,,2020-09-17
Kunar,413,19,382,,,2020-09-17
Parwan,368,18,271,,,2020-09-17
Faryab,254,17,237,,,2020-09-17
Panjsher,296,16,260,,,2020-09-17
Wardak,327,16,301,,,2020-09-17
Farah,327,15,65,,,2020-09-17
Ghor,540,13,184,,,2020-09-17
Samangan,327,13,311,,,2020-09-17
Bamyan,865,12,707,,,2020-09-17
Badghis,657,11,492,,,2020-09-17
Kapisa,205,10,193,,,2020-09-17
Nimroz,390,8,382,,,2020-09-17
Badakhshan,424,7,99,,,2020-09-17
Dykundi,682,7,419,,,2020-09-17
Zabul,137,7,125,,,2020-09-17
Jawzjan,197,6,188,,,2020-09-17
Paktika,206,6,144,,,2020-09-17
Sar-e-Pul,136,6,124,,,2020-09-17
Laghman,386,4,151,,,2020-09-17
Urozgan,62,4,56,,,2020-09-17
Nooristan,87,,38,,,2020-09-17
Kabul,"14,951",522,"14,121",,,2020-09-16
Hirat,"6,254",239,"5,960",,,2020-09-16
Balkh,"2,101",86,"1,322",,,2020-09-16
Nangarhar,"1,433",79,920,,,2020-09-16
Ghazni,566,47,398,,,2020-09-16
Khost,427,37,389,,,2020-09-16
Paktya,"1,210",36,954,,,2020-09-16
Takhar,"1,099",36,735,,,2020-09-16
Kandahar,"1,506",35,"1,267",,,2020-09-16
Baghlan,656,30,288,,,2020-09-16
Helmand,210,27,178,,,2020-09-16
Logar,541,27,514,,,2020-09-16
Kunduz,620,20,330,,,2020-09-16
Kunar,413,19,382,,,2020-09-16
Parwan,368,18,271,,,2020-09-16
Faryab,254,17,237,,,2020-09-16
Panjsher,296,16,260,,,2020-09-16
Wardak,327,16,299,,,2020-09-16
Farah,327,15,65,,,2020-09-16
Ghor,540,13,184,,,2020-09-16
Samangan,327,13,311,,,2020-09-16
Bamyan,865,12,707,,,2020-09-16
Badghis,657,11,492,,,2020-09-16
Kapisa,205,10,193,,,2020-09-16
Nimroz,390,8,382,,,2020-09-16
Badakhshan,424,7,99,,,2020-09-16
Dykundi,679,7,419,,,2020-09-16
Zabul,137,7,125,,,2020-09-16
Jawzjan,197,6,188,,,2020-09-16
Paktika,206,6,144,,,2020-09-16
Sar-e-Pul,136,6,124,,,2020-09-16
Laghman,385,4,151,,,2020-09-16
Urozgan,62,4,56,,,2020-09-16
Nooristan,86,,38,,,2020-09-16
Kabul,"14,949",514,"14,121",,,2020-09-15
Hirat,"6,242",239,"5,960",,,2020-09-15
Balkh,"2,090",86,"1,317",,,2020-09-15
Nangarhar,"1,433",79,704,,,2020-09-15
Ghazni,566,47,398,,,2020-09-15
Khost,427,37,389,,,2020-09-15
Paktya,"1,210",36,954,,,2020-09-15
Takhar,"1,099",36,735,,,2020-09-15
Kandahar,"1,505",35,"1,267",,,2020-09-15
Baghlan,656,30,275,,,2020-09-15
Helmand,210,27,178,,,2020-09-15
Logar,541,27,514,,,2020-09-15
Kunduz,620,20,315,,,2020-09-15
Kunar,413,19,382,,,2020-09-15
Parwan,368,18,271,,,2020-09-15
Faryab,254,17,237,,,2020-09-15
Panjsher,296,16,260,,,2020-09-15
Wardak,324,16,299,,,2020-09-15
Farah,327,15,65,,,2020-09-15
Ghor,540,13,184,,,2020-09-15
Samangan,327,13,311,,,2020-09-15
Bamyan,865,12,707,,,2020-09-15
Badghis,657,11,492,,,2020-09-15
Kapisa,205,10,193,,,2020-09-15
Nimroz,390,8,376,,,2020-09-15
Badakhshan,423,7,99,,,2020-09-15
Zabul,137,7,125,,,2020-09-15
Jawzjan,197,6,188,,,2020-09-15
Paktika,206,6,144,,,2020-09-15
Sar-e-Pul,136,6,124,,,2020-09-15
Dykundi,669,5,269,,,2020-09-15
Laghman,385,4,151,,,2020-09-15
Urozgan,62,4,56,,,2020-09-15
Nooristan,86,,38,,,2020-09-15
Kabul,"14,945",514,"14,121",,,2020-09-14
Hirat,"6,213",238,"5,960",,,2020-09-14
Balkh,"2,085",86,"1,311",,,2020-09-14
Nangarhar,"1,433",79,704,,,2020-09-14
Ghazni,566,47,398,,,2020-09-14
Khost,427,37,389,,,2020-09-14
Paktya,"1,210",36,943,,,2020-09-14
Takhar,"1,099",36,735,,,2020-09-14
Kandahar,"1,505",35,"1,259",,,2020-09-14
Baghlan,656,30,275,,,2020-09-14
Helmand,210,27,178,,,2020-09-14
Logar,541,27,514,,,2020-09-14
Kunduz,620,20,315,,,2020-09-14
Kunar,413,19,382,,,2020-09-14
Parwan,368,18,271,,,2020-09-14
Faryab,254,17,237,,,2020-09-14
Panjsher,296,16,260,,,2020-09-14
Wardak,324,16,299,,,2020-09-14
Farah,327,15,65,,,2020-09-14
Ghor,540,13,184,,,2020-09-14
Samangan,327,13,311,,,2020-09-14
Bamyan,865,12,707,,,2020-09-14
Badghis,657,11,492,,,2020-09-14
Kapisa,205,10,193,,,2020-09-14
Nimroz,390,8,376,,,2020-09-14
Badakhshan,420,7,99,,,2020-09-14
Zabul,137,7,125,,,2020-09-14
Jawzjan,196,6,188,,,2020-09-14
Paktika,206,6,144,,,2020-09-14
Sar-e-Pul,136,6,124,,,2020-09-14
Dykundi,669,5,269,,,2020-09-14
Laghman,385,4,151,,,2020-09-14
Urozgan,61,4,56,,,2020-09-14
Nooristan,86,,38,,,2020-09-14
Kabul,"14,939",514,"13,491",,,2020-09-11
Hirat,"6,162",234,"5,858",,,2020-09-11
Balkh,"2,063",86,"1,283",,,2020-09-11
Nangarhar,"1,433",79,704,,,2020-09-11
Ghazni,566,47,398,,,2020-09-11
Khost,427,37,389,,,2020-09-11
Paktya,"1,210",36,943,,,2020-09-11
Kandahar,"1,488",35,"1,217",,,2020-09-11
Takhar,"1,099",35,735,,,2020-09-11
Baghlan,656,30,275,,,2020-09-11
Helmand,210,27,178,,,2020-09-11
Logar,541,27,514,,,2020-09-11
Kunduz,619,20,314,,,2020-09-11
Kunar,413,19,320,,,2020-09-11
Parwan,368,18,271,,,2020-09-11
Faryab,254,17,237,,,2020-09-11
Panjsher,296,16,260,,,2020-09-11
Wardak,323,16,299,,,2020-09-11
Farah,327,15,65,,,2020-09-11
Ghor,512,13,184,,,2020-09-11
Samangan,327,13,311,,,2020-09-11
Bamyan,865,12,707,,,2020-09-11
Badghis,644,11,438,,,2020-09-11
Kapisa,205,10,193,,,2020-09-11
Nimroz,390,8,376,,,2020-09-11
Badakhshan,420,7,99,,,2020-09-11
Zabul,137,7,125,,,2020-09-11
Jawzjan,196,6,188,,,2020-09-11
Paktika,206,6,144,,,2020-09-11
Sar-e-Pul,136,6,124,,,2020-09-11
Dykundi,642,5,269,,,2020-09-11
Laghman,385,4,151,,,2020-09-11
Urozgan,61,4,56,,,2020-09-11
Nooristan,86,,38,,,2020-09-11
Kabul,"14,938",514,"13,491",,,2020-09-10
Hirat,"6,152",234,"5,858",,,2020-09-10
Balkh,"2,063",86,"1,283",,,2020-09-10
Nangarhar,"1,433",79,704,,,2020-09-10
Ghazni,566,47,398,,,2020-09-10
Khost,425,37,389,,,2020-09-10
Paktya,"1,209",36,935,,,2020-09-10
Kandahar,"1,486",35,"1,202",,,2020-09-10
Takhar,"1,099",35,735,,,2020-09-10
Baghlan,656,30,275,,,2020-09-10
Helmand,209,27,178,,,2020-09-10
Logar,539,27,514,,,2020-09-10
Kunduz,609,20,312,,,2020-09-10
Kunar,413,19,320,,,2020-09-10
Parwan,368,18,271,,,2020-09-10
Faryab,254,17,237,,,2020-09-10
